Office,Party,County Name,Candidate Name,Votes/Percentage,
State Representative - District 48,Democratic Party,TOTAL,Gbenga Ajiboye,"4,721",
State Representative - District 48,Democratic Party,PERCENTAGE,Gbenga Ajiboye,100.00%,WINNER
State Representative - District 48,Republican Party,WELD,Stephen Alan Humphrey,"9,075",
State Representative - District 48,Republican Party,TOTAL,Stephen Alan Humphrey,"9,075",
State Representative - District 48,Republican Party,PERCENTAGE,Stephen Alan Humphrey,100.00%,WINNER
State Representative - District 49,Democratic Party,LARIMER,Conor Duffy,"7,186",
State Representative - District 49,Democratic Party,WELD,Conor Duffy,"1,329",
State Representative - District 49,Democratic Party,TOTAL,Conor Duffy,"8,515",
State Representative - District 49,Democratic Party,PERCENTAGE,Conor Duffy,100.00%,WINNER
State Representative - District 49,Republican Party,LARIMER,Perry L. Buck,"8,826",
State Representative - District 49,Republican Party,WELD,Perry L. Buck,"2,397",
State Representative - District 49,Republican Party,TOTAL,Perry L. Buck,"11,223",
State Representative - District 49,Republican Party,PERCENTAGE,Perry L. Buck,100.00%,WINNER
State Representative - District 50,Democratic Party,WELD,Rochelle Galindo,"2,456",
State Representative - District 50,Democratic Party,TOTAL,Rochelle Galindo,"2,456",
State Representative - District 50,Democratic Party,PERCENTAGE,Rochelle Galindo,58.41%,WINNER
State Representative - District 50,Democratic Party,WELD,Jim Riesberg,"1,749",
State Representative - District 50,Democratic Party,TOTAL,Jim Riesberg,"1,749",
State Representative - District 50,Democratic Party,PERCENTAGE,Jim Riesberg,41.59%,
State Representative - District 50,Republican Party,WELD,Michael A. Thuener,"3,293",
State Representative - District 50,Republican Party,TOTAL,Michael A. Thuener,"3,293",
State Representative - District 50,Republican Party,PERCENTAGE,Michael A. Thuener,100.00%,WINNER
State Representative - District 51,Democratic Party,LARIMER,Joan Shaffer,"7,734",
State Representative - District 51,Democratic Party,TOTAL,Joan Shaffer,"7,734",
State Representative - District 51,Democratic Party,PERCENTAGE,Joan Shaffer,100.00%,WINNER
State Representative - District 51,Republican Party,LARIMER,Hugh McKean,"8,954",
State Representative - District 51,Republican Party,TOTAL,Hugh McKean,"8,954",
State Representative - District 51,Republican Party,PERCENTAGE,Hugh McKean,100.00%,WINNER
State Representative - District 52,Democratic Party,LARIMER,Joann Ginal,"11,684",
State Representative - District 52,Democratic Party,TOTAL,Joann Ginal,"11,684",
State Representative - District 52,Democratic Party,PERCENTAGE,Joann Ginal,100.00%,WINNER
State Representative - District 52,Republican Party,LARIMER,Donna Walter,"5,497",
State Representative - District 52,Republican Party,TOTAL,Donna Walter,"5,497",
State Representative - District 52,Republican Party,PERCENTAGE,Donna Walter,100.00%,WINNER
State Representative - District 53,Democratic Party,LARIMER,Jeni Arndt,"9,291",
State Representative - District 53,Democratic Party,TOTAL,Jeni Arndt,"9,291",
State Representative - District 53,Democratic Party,PERCENTAGE,Jeni Arndt,100.00%,WINNER
State Representative - District 54,Democratic Party,DELTA,Erin Shipp,500,
State Representative - District 54,Democratic Party,MESA,Erin Shipp,"3,368",
State Representative - District 54,Democratic Party,TOTAL,Erin Shipp,"3,868",
State Representative - District 54,Democratic Party,PERCENTAGE,Erin Shipp,100.00%,WINNER
State Representative - District 54,Republican Party,DELTA,Matt Soper,"1,329",
State Representative - District 54,Republican Party,MESA,Matt Soper,"7,960",
State Representative - District 54,Republican Party,TOTAL,Matt Soper,"9,289",
State Representative - District 54,Republican Party,PERCENTAGE,Matt Soper,100.00%,WINNER
State Representative - District 55,Democratic Party,MESA,Tanya Travis,"5,466",
State Representative - District 55,Democratic Party,TOTAL,Tanya Travis,"5,466",
State Representative - District 55,Democratic Party,PERCENTAGE,Tanya Travis,100.00%,WINNER
State Representative - District 55,Republican Party,MESA,Janice Rich,"9,416",
State Representative - District 55,Republican Party,TOTAL,Janice Rich,"9,416",
State Representative - District 55,Republican Party,PERCENTAGE,Janice Rich,100.00%,WINNER
State Representative - District 56,Democratic Party,ADAMS,Dave Rose,"3,762",
State Representative - District 56,Democratic Party,ARAPAHOE,Dave Rose,"2,824",
State Representative - District 56,Democratic Party,TOTAL,Dave Rose,"6,586",
State Representative - District 56,Democratic Party,PERCENTAGE,Dave Rose,100.00%,WINNER
State Representative - District 56,Republican Party,ADAMS,Phil Covarrubias,"2,089",
State Representative - District 56,Republican Party,ARAPAHOE,Phil Covarrubias,"1,437",
State Representative - District 56,Republican Party,TOTAL,Phil Covarrubias,"3,526",
State Representative - District 56,Republican Party,PERCENTAGE,Phil Covarrubias,38.09%,
State Representative - District 56,Republican Party,ADAMS,Rod Bockenfeld,"3,204",
State Representative - District 56,Republican Party,ARAPAHOE,Rod Bockenfeld,"2,528",
State Representative - District 56,Republican Party,TOTAL,Rod Bockenfeld,"5,732",
State Representative - District 56,Republican Party,PERCENTAGE,Rod Bockenfeld,61.91%,WINNER
State Representative - District 57,Democratic Party,GARFIELD,Colin Wilhelm,"3,770",
State Representative - District 57,Democratic Party,MOFFAT,Colin Wilhelm,319,
State Representative - District 57,Democratic Party,RIO BLANCO,Colin Wilhelm,137,
State Representative - District 57,Democratic Party,TOTAL,Colin Wilhelm,"4,226",
State Representative - District 57,Democratic Party,PERCENTAGE,Colin Wilhelm,100.00%,WINNER
State Representative - District 57,Republican Party,GARFIELD,Bob Rankin,"3,971",
State Representative - District 57,Republican Party,MOFFAT,Bob Rankin,"2,214",
State Representative - District 57,Republican Party,RIO BLANCO,Bob Rankin,"1,107",
State Representative - District 57,Republican Party,TOTAL,Bob Rankin,"7,292",
State Representative - District 57,Republican Party,PERCENTAGE,Bob Rankin,100.00%,WINNER
State Representative - District 58,Democratic Party,DOLORES,Seth Cagin,113,
State Representative - District 58,Democratic Party,MONTEZUMA,Seth Cagin,"1,642",
State Representative - District 58,Democratic Party,MONTROSE,Seth Cagin,"2,130",
State Representative - District 58,Democratic Party,SAN MIGUEL,Seth Cagin,"1,154",
State Representative - District 58,Democratic Party,TOTAL,Seth Cagin,"5,039",
State Representative - District 58,Democratic Party,PERCENTAGE,Seth Cagin,100.00%,WINNER
State Representative - District 58,Republican Party,DOLORES,Marc Catlin,448,
State Representative - District 58,Republican Party,MONTEZUMA,Marc Catlin,"2,422",
State Representative - District 58,Republican Party,MONTROSE,Marc Catlin,"6,025",
State Representative - District 58,Republican Party,SAN MIGUEL,Marc Catlin,246,
State Representative - District 58,Republican Party,TOTAL,Marc Catlin,"9,141",
State Representative - District 58,Republican Party,PERCENTAGE,Marc Catlin,100.00%,WINNER
State Representative - District 59,Democratic Party,ARCHULETA,Barbara McLachlan,942,
State Representative - District 59,Democratic Party,GUNNISON,Barbara McLachlan,692,
State Representative - District 59,Democratic Party,HINSDALE,Barbara McLachlan,51,
State Representative - District 59,Democratic Party,LA PLATA,Barbara McLachlan,"5,571",
State Representative - District 59,Democratic Party,OURAY,Barbara McLachlan,713,
State Representative - District 59,Democratic Party,SAN JUAN,Barbara McLachlan,90,
State Representative - District 59,Democratic Party,TOTAL,Barbara McLachlan,"8,059",
State Representative - District 59,Democratic Party,PERCENTAGE,Barbara McLachlan,100.00%,WINNER
State Representative - District 60,Democratic Party,CHAFFEE,Erin Kelley,"2,257",
State Representative - District 60,Democratic Party,CUSTER,Erin Kelley,345,
State Representative - District 60,Democratic Party,FREMONT,Erin Kelley,"2,170",
State Representative - District 60,Democratic Party,PARK,Erin Kelley,"1,201",
State Representative - District 60,Democratic Party,TOTAL,Erin Kelley,"5,973",
State Representative - District 60,Democratic Party,PERCENTAGE,Erin Kelley,100.00%,WINNER
State Representative - District 60,Republican Party,CHAFFEE,"James D. ""Jim"" Wilson","2,240",
State Representative - District 60,Republican Party,CUSTER,"James D. ""Jim"" Wilson","1,069",
State Representative - District 60,Republican Party,FREMONT,"James D. ""Jim"" Wilson","5,538",
State Representative - District 60,Republican Party,PARK,"James D. ""Jim"" Wilson","2,797",
State Representative - District 60,Republican Party,TOTAL,"James D. ""Jim"" Wilson","11,644",
State Representative - District 60,Republican Party,PERCENTAGE,"James D. ""Jim"" Wilson",100.00%,WINNER
State Representative - District 61,Democratic Party,DELTA,Julie McCluskie,"1,429",
State Representative - District 61,Democratic Party,GUNNISON,Julie McCluskie,853,
State Representative - District 61,Democratic Party,LAKE,Julie McCluskie,663,
State Representative - District 61,Democratic Party,PITKIN,Julie McCluskie,"2,138",
State Representative - District 61,Democratic Party,SUMMIT,Julie McCluskie,"3,125",
State Representative - District 61,Democratic Party,TOTAL,Julie McCluskie,"8,208",
State Representative - District 61,Democratic Party,PERCENTAGE,Julie McCluskie,100.00%,WINNER
State Representative - District 61,Republican Party,DELTA,Mike Mason,"2,586",
State Representative - District 61,Republican Party,GUNNISON,Mike Mason,394,
State Representative - District 61,Republican Party,LAKE,Mike Mason,243,
State Representative - District 61,Republican Party,PITKIN,Mike Mason,530,
State Representative - District 61,Republican Party,SUMMIT,Mike Mason,"1,257",
State Representative - District 61,Republican Party,TOTAL,Mike Mason,"5,010",
State Representative - District 61,Republican Party,PERCENTAGE,Mike Mason,100.00%,WINNER
State Representative - District 62,Democratic Party,ALAMOSA,Don Valdez,"1,312",
State Representative - District 62,Democratic Party,CONEJOS,Don Valdez,"1,037",
State Representative - District 62,Democratic Party,COSTILLA,Don Valdez,"1,044",
State Representative - District 62,Democratic Party,HUERFANO,Don Valdez,"1,032",
State Representative - District 62,Democratic Party,MINERAL,Don Valdez,172,
State Representative - District 62,Democratic Party,PUEBLO,Don Valdez,"2,429",
State Representative - District 62,Democratic Party,RIO GRANDE,Don Valdez,812,
State Representative - District 62,Democratic Party,SAGUACHE,Don Valdez,629,
State Representative - District 62,Democratic Party,TOTAL,Don Valdez,"8,467",
State Representative - District 62,Democratic Party,PERCENTAGE,Don Valdez,100.00%,WINNER
State Representative - District 63,Democratic Party,WELD,Brandon D. Bobian,"5,136",
State Representative - District 63,Democratic Party,TOTAL,Brandon D. Bobian,"5,136",
State Representative - District 63,Democratic Party,PERCENTAGE,Brandon D. Bobian,100.00%,WINNER
State Representative - District 63,Republican Party,WELD,Lori A. Saine,"7,625",
State Representative - District 63,Republican Party,TOTAL,Lori A. Saine,"7,625",
State Representative - District 63,Republican Party,PERCENTAGE,Lori A. Saine,100.00%,WINNER
State Representative - District 64,Democratic Party,BACA,Teri Nilson Baird,190,
State Representative - District 64,Democratic Party,BENT,Teri Nilson Baird,326,
State Representative - District 64,Democratic Party,CROWLEY,Teri Nilson Baird,189,
State Representative - District 64,Democratic Party,ELBERT,Teri Nilson Baird,"1,194",
State Representative - District 64,Democratic Party,KIOWA,Teri Nilson Baird,54,
State Representative - District 64,Democratic Party,LAS ANIMAS,Teri Nilson Baird,"1,652",
State Representative - District 64,Democratic Party,LINCOLN,Teri Nilson Baird,149,
State Representative - District 64,Democratic Party,PROWERS,Teri Nilson Baird,473,
State Representative - District 64,Democratic Party,WASHINGTON,Teri Nilson Baird,106,
State Representative - District 64,Democratic Party,TOTAL,Teri Nilson Baird,"4,333",
State Representative - District 64,Democratic Party,PERCENTAGE,Teri Nilson Baird,100.00%,WINNER
State Representative - District 64,Republican Party,BACA,Kimmi Lewis,"1,051",
State Representative - District 64,Republican Party,BENT,Kimmi Lewis,498,
State Representative - District 64,Republican Party,CROWLEY,Kimmi Lewis,567,
State Representative - District 64,Republican Party,ELBERT,Kimmi Lewis,"5,245",
State Representative - District 64,Republican Party,KIOWA,Kimmi Lewis,346,
State Representative - District 64,Republican Party,LAS ANIMAS,Kimmi Lewis,"1,132",
State Representative - District 64,Republican Party,LINCOLN,Kimmi Lewis,840,
State Representative - District 64,Republican Party,PROWERS,Kimmi Lewis,"1,513",
State Representative - District 64,Republican Party,WASHINGTON,Kimmi Lewis,"1,304",
State Representative - District 64,Republican Party,TOTAL,Kimmi Lewis,"12,496",
State Representative - District 64,Republican Party,PERCENTAGE,Kimmi Lewis,100.00%,WINNER
State Representative - District 65,Democratic Party,CHEYENNE,Bethleen McCall,50,
State Representative - District 65,Democratic Party,KIT CARSON,Bethleen McCall,208,
State Representative - District 65,Democratic Party,LOGAN,Bethleen McCall,809,
State Representative - District 65,Democratic Party,MORGAN,Bethleen McCall,"1,121",
State Representative - District 65,Democratic Party,PHILLIPS,Bethleen McCall,146,
State Representative - District 65,Democratic Party,SEDGWICK,Bethleen McCall,114,
State Representative - District 65,Democratic Party,YUMA,Bethleen McCall,364,
State Representative - District 65,Democratic Party,TOTAL,Bethleen McCall,"2,812",
State Representative - District 65,Democratic Party,PERCENTAGE,Bethleen McCall,100.00%,WINNER
State Representative - District 65,Republican Party,CHEYENNE,Rod Pelton,525,
State Representative - District 65,Republican Party,KIT CARSON,Rod Pelton,"1,113",
State Representative - District 65,Republican Party,LOGAN,Rod Pelton,"3,508",
State Representative - District 65,Republican Party,MORGAN,Rod Pelton,"3,000",
State Representative - District 65,Republican Party,PHILLIPS,Rod Pelton,903,
State Representative - District 65,Republican Party,SEDGWICK,Rod Pelton,380,
State Representative - District 65,Republican Party,YUMA,Rod Pelton,"2,026",
State Representative - District 65,Republican Party,TOTAL,Rod Pelton,"11,455",
